           1           1   1.18098021    
           1           2   0.00000000    
           1           3   1.18098021    
           1           4   0.00000000    
           1           5  0.682640553    
           1           6  0.889535546    
           1           7   0.00000000    
           1           8   1.18098021    
           1           9   0.00000000    
           1          10  0.411694288    
           1          11  0.226184100    
           1          12   0.00000000    
           1          13  0.407172501    
           1          14  0.463480443    
           1          15  0.558990717    
           1          16   0.00000000    
           1          17   0.00000000    
           1          18  0.672323048    
           1          19  0.209938824    
           1          20  0.313338995    
           1          21   0.00000000    
           1          22  0.649725020    
           1          23  0.609849513    
           1          24  0.745677590    
           1          25  0.517695189    
           1          26  0.484146535    
           1          27  0.278150767    
           1          28  0.205675751    
           1          29  0.517780721    
           1          30  0.510686696    
           1          31  0.987276137    
           1          32  0.251596868    
           1          33   1.07003796    
           1          34  0.412705719    
           1          35  0.163454413    
           1          36  0.743276417    
           1          37  0.569887996    
           1          38   0.00000000    
           1          39  0.885932684    
           1          40   1.12096155    
           1          41  0.251502573    
           1          42  0.440891504    
           1          43  0.579674125    
           1          44  0.530436277    
           1          45  0.536761820    
           1          46   0.00000000    
           1          47  0.935772836    
           1          48   0.00000000    
           1          49   0.00000000    
           1          50  0.832149327    
           2           1  0.585356236    
           2           2  0.363259673    
           2           3  0.988462508    
           2           4   0.00000000    
           2           5   1.08375716    
           2           6  0.956181347    
           2           7   0.00000000    
           2           8   1.17974854    
           2           9  0.453809977    
           2          10   0.00000000    
           2          11   0.00000000    
           2          12  0.710487962    
           2          13   1.04027081    
           2          14  0.205454350    
           2          15   1.11938226    
           2          16   0.00000000    
           2          17   0.00000000    
           2          18  0.403746814    
           2          19   0.00000000    
           2          20   0.00000000    
           2          21   1.16981316    
           2          22  0.800925553    
           2          23  0.418437928    
           2          24  0.878038466    
           2          25  0.792790949    
           2          26  0.891907334    
           2          27   0.00000000    
           2          28   0.00000000    
           2          29   1.08053219    
           2          30   1.10977602    
           2          31  0.409765750    
           2          32   0.00000000    
           2          33  0.350223869    
           2          34   0.00000000    
           2          35   0.00000000    
           2          36   1.05867767    
           2          37  0.264185309    
           2          38  0.844554961    
           2          39  0.985312521    
           2          40   1.07497382    
           2          41   0.00000000    
           2          42   0.00000000    
           2          43  0.395807236    
           2          44  0.647949815    
           2          45  0.935417473    
           2          46   0.00000000    
           2          47  0.231781274    
           2          48  0.477415532    
           2          49  0.382210016    
           2          50  0.473758072    
           3           1  0.470032007    
           3           2   0.00000000    
           3           3  0.888567090    
           3           4   1.18098021    
           3           5   1.09964657    
           3           6   1.18098021    
           3           7  0.898207843    
           3           8   1.18098021    
           3           9   0.00000000    
           3          10   1.15124416    
           3          11   1.18098021    
           3          12  0.474609375    
           3          13   1.06901336    
           3          14   0.00000000    
           3          15   1.18098021    
           3          16   1.10966396    
           3          17   1.06716669    
           3          18  0.549524784    
           3          19  0.616970301    
           3          20   0.00000000    
           3          21  0.873032153    
           3          22   1.05388188    
           3          23   0.00000000    
           3          24  0.462340772    
           3          25  0.753380239    
           3          26   1.18098021    
           3          27  0.589770257    
           3          28  0.919768333    
           3          29   1.00421548    
           3          30   1.11586678    
           3          31  0.696019888    
           3          32  0.916014314    
