           1           1   1.81256616    
           1           2   1.81256616    
           1           3   1.81256616    
           1           4   1.81256616    
           1           5   1.81256616    
           1           6   1.81256616    
           1           7   1.81256616    
           1           8   1.81256616    
           1           9   1.81256616    
           1          10   1.81256616    
           1          11   1.81256616    
           1          12   1.81256616    
           1          13   1.81256616    
           1          14   1.81256616    
           1          15   1.81256616    
           1          16   1.81256616    
           1          17   1.81256616    
           1          18   1.81256616    
           1          19   1.81256616    
           1          20   1.81256616    
           1          21   1.81256616    
           1          22   1.81256616    
           1          23   1.81256616    
           1          24   1.81256616    
           1          25   1.81256616    
           1          26   1.81256616    
           1          27   1.81256616    
           1          28   1.81256616    
           1          29   1.81256616    
           1          30   1.81256616    
           1          31   1.81256616    
           1          32   1.81256616    
           1          33   1.81256616    
           1          34   1.81256616    
           1          35   1.81256616    
           1          36   1.81256616    
           1          37   1.81256616    
           1          38   1.81256616    
           1          39   1.81256616    
           1          40   1.81256616    
           1          41   1.81256616    
           1          42   1.81256616    
           1          43   1.81256616    
           1          44   1.81256616    
           1          45   1.81256616    
           1          46   1.81256616    
           1          47   1.81256616    
           1          48   1.81256616    
           1          49   1.81256616    
           1          50   1.81256616    
           2           1   1.81256616    
           2           2   1.81256616    
           2           3   1.81256616    
           2           4   1.81256616    
           2           5   1.81256616    
           2           6   1.81256616    
           2           7   1.81256616    
           2           8   1.81256616    
           2           9   1.81256616    
           2          10   1.81256616    
           2          11   1.81256616    
           2          12   1.81256616    
           2          13   1.81256616    
           2          14   1.81256616    
           2          15   1.81256616    
           2          16   1.81256616    
           2          17   1.81256616    
           2          18   1.81256616    
           2          19   1.81256616    
           2          20   1.81256616    
           2          21   1.81256616    
           2          22   1.81256616    
           2          23   1.81256616    
           2          24   1.81256616    
           2          25   1.81256616    
           2          26   1.81256616    
           2          27   1.81256616    
           2          28   1.81256616    
           2          29   1.81256616    
           2          30   1.81256616    
           2          31   1.81256616    
           2          32   1.81256616    
           2          33   1.81256616    
           2          34   1.81256616    
           2          35   1.81256616    
           2          36   1.81256616    
           2          37   1.81256616    
           2          38   1.81256616    
           2          39   1.81256616    
           2          40   1.81256616    
           2          41   1.81256616    
           2          42   1.81256616    
           2          43   1.81256616    
           2          44   1.81256616    
           2          45   1.81256616    
           2          46   1.81256616    
           2          47   1.81256616    
           2          48   1.81256616    
           2          49   1.81256616    
           2          50   1.81256616    
           3           1   1.81256616    
           3           2   1.81256616    
