           1           1         164          97
           1           2         127          82
           1           3         146         105
           1           4         130          84
           1           5        1556         105
           1           6        1516          78
           1           7         163         105
           1           8         107          88
           1           9         107         105
           1          10          79          82
           1          11          25         102
           1          12          25         105
           1          13          33          87
           1          14          35          82
           1          15         108         100
           1          16         861          79
           1          17         127         105
           1          18         111         105
           1          19         109          87
           1          20         103         105
           1          21         847          84
           1          22          98          78
           1          23          88          90
           1          24          81          85
           1          25          89         103
           1          26         140         101
           1          27        1556         102
           1          28         146          79
           1          29         150          89
           1          30         139         105
           1          31         131         105
           1          32         112          85
           1          33         112          81
           1          34          88          87
           1          35         111          95
           1          36         106          85
           1          37         103          90
           1          38          87          84
           1          39          94          82
           1          40         139          78
           1          41        1502          78
           1          42         190         104
           1          43         165          87
           1          44         151         105
           1          45         131          98
           1          46          94          96
           1          47          33         105
           1          48         735          89
           1          49          33          85
           1          50          26          81
           1          51          26          86
           1          52          24         100
           1          53          25          79
           1          54          26          81
           1          55          25          95
           1          56          33          87
           1          57         732          86
           1          58          71          78
           1          59           4         105
           1          60          34         105
           1          61          41          78
           1          62          10          77
           1          63          69          78
           1          64          63          77
           1          65         -14         100
           1          66         -16          90
           1          67          49          84
           1          68          25         105
           1          69          26          83
           1          70          25          93
           1          71          25          93
           1          72          72          91
           1          73          37          75
           1          74          30         105
           1          75          84         102
           1          76          35         105
           1          77          37         105
           1          78         752          77
           1          79          20          84
           1          80        1298          83
           1          81          76         105
           1          82          32          87
           1          83          36          94
           1          84          60         102
           1          85         764          77
           1          86         779         105
           1          87         748          88
           1          88          36         105
           1          89          37          90
           1          90          45          86
           1          91          46          89
           1          92          41          87
           1          93          40          96
           1          94         741         105
           1          95          34          85
           1          96          26          83
           1          97          37         105
           1          98         736          79
           1          99          37         105
           1         100          26          89
           2           1         153         105
           2           2        1737          82
           2           3         150          89
           2           4         149          96
           2           5          71          77
           2           6         120         105
           2           7         168          90
           2           8        1161          85
           2           9         139         103
           2          10          83          82
           2          11          28          85
           2          12          26          76
           2          13          31         105
           2          14         717          81
           2          15         129          95
           2          16         925         105
           2          17         139         105
           2          18         105          85
           2          19         132          82
           2          20         138          93
           2          21         119          97
           2          22         115          91
           2          23         102          78
           2          24          89          87
           2          25          99         105
           2          26         136          83
           2          27         105         105
           2          28        1817         105
           2          29         160         105
           2          30         122          81
           2          31          91         105
           2          32          51          85
           2          33         116          78
           2          34         102          80
           2          35         114         105
           2          36        1190         105
           2          37         126          87
           2          38         118          96
           2          39         114         105
           2          40         157         104
           2          41         109         102
           2          42         154         105
           2          43        1765          78
           2          44          90          91
           2          45         879          93
           2          46         109          99
           2          47          42         105
           2          48          39         105
           2          49          30         100
           2          50          24          95
           2          51          34          77
           2          52          39          96
           2          53          45         105
           2          54          47          93
           2          55          45         105
           2          56          45         100
           2          57          41          81
           2          58          84          80
           2          59        1245          84
           2          60        1268         105
           2          61         -49          81
           2          62         -84          96
           2          63          25         105
           2          64          34          89
           2          65         -10          94
           2          66         -28          96
           2          67          69          97
           2          68          41          86
           2          69          37         105
           2          70          33          78
           2          71          26          80
           2          72          72         105
           2          73        1444          99
           2          74        1475          87
           2          75          61          87
           2          76          17          78
           2          77          64         105
           2          78          70          80
           2          79          20          87
           2          80        1249         105
           2          81         103          96
           2          82          43         105
           2          83           4          77
           2          84          39          75
           2          85        1006          88
           2          86          27         105
           2          87          58          78
           2          88          53          80
           2          89           2          85
           2          90           2         105
           2          91         753         105
           2          92         737          94
           2          93          55          87
           2          94          40          84
           2          95          32          93
           2          96          25         105
           2          97          38          99
           2          98         724          83
           2          99          48          78
           2         100          31          97
           3           1         100          80
           3           2         109          78
           3           3         762          90
           3           4          64          81
           3           5          83          81
           3           6         122          88
           3           7          30          83
           3           8        1243          95
           3           9          90         105
           3          10          33          96
           3          11          39          88
           3          12          42         105
           3          13          50          93
           3          14          55          89
           3          15         752         105
           3          16         771          82
           3          17           5          91
           3          18          -9         105
           3          19         755          80
           3          20          87          84
           3          21        1244          76
           3          22           0          83
           3          23          80          81
           3          24          40         105
           3          25          35          90
           3          26          50          81
           3          27          96          90
           3          28         134          92
           3          29          24          87
           3          30          -5         100
           3          31         108          80
           3          32          68         103
           3          33          50          81
           3          34          72         105
           3          35         -16         101
           3          36          -5          90
           3          37          93          80
           3          38         755          81
           3          39          -8          88
           3          40           2          98
           3          41         808          99
           3          42         124         105
           3          43         802         100
           3          44         104          83
           3          45          57         105
           3          46          44          78
           3          47         716          94
           3          48          31         102
           3          49          26          91
           3          50          29         104
           3          51          55          93
           3          52         738          81
           3          53         759         105
           3          54         734          88
           3          55         728          78
           3          56         715          81
           3          57          31         105
           3          58          82          84
           3          59          14          82
           3          60          43         105
           3          61         142          83
           3          62         122          83
           3          63          -2          86
           3          64          -2         105
           3          65          11          85
           3          66          -6          77
           3          67         104          78
           3          68         764          79
           3          69         765         105
           3          70          56          89
           3          71          33          79
           3          72          64         102
           3          73         108          92
           3          74         161          92
           3          75          44          92
           3          76        1254          77
           3          77          84         105
           3          78          74         105
           3          79          16          93
           3          80        1260         105
           3          81         108          79
           3          82          74         105
           3          83           3          75
           3          84          36          79
           3          85          21         105
           3          86         -33          93
           3          87          56          90
           3          88          80          86
           3          89          -4          76
           3          90           2          76
           3          91          85          91
           3          92         752          90
           3          93         756         102
           3          94          61          97
           3          95          53         105
           3          96          55          81
           3          97          61         105
           3          98          52         105
           3          99         734         105
           3         100          33          83
           4           1          19          84
           4           2           9          84
           4           3          49         105
           4           4          49         105
           4           5          16          78
           4           6          41          96
           4           7         -60          90
           4           8         -96         105
           4           9          69          90
           4          10          57          84
           4          11          10         105
           4          12          33          79
           4          13          21          80
           4          14           3          96
           4          15          57         105
           4          16          71          91
           4          17        -106         105
           4          18         -97         100
           4          19          70          85
           4          20          85          80
           4          21         -82         102
           4          22         -49          85
           4          23          53          82
           4          24           9         100
           4          25          46          79
           4          26          31         105
           4          27          40          98
           4          28         759         105
           4          29         -86          76
           4          30        -105          99
           4          31          56          89
           4          32          24         101
           4          33          26          94
           4          34          75          91
           4          35        1225          93
           4          36           2          90
           4          37          46          78
           4          38          40         105
           4          39          15          82
           4          40        1227         105
           4          41          83          84
           4          42          38         105
           4          43          30         101
           4          44          31         105
           4          45          26          90
           4          46          31         105
           4          47          31          99
           4          48          34          87
           4          49          26          86
           4          50          56         105
           4          51          28          96
           4          52        1000          80
           4          53          83         105
           4          54         730          79
           4          55          55          84
           4          56          45         105
           4          57          38          99
           4          58          64          90
           4          59        -109          96
           4          60         -82         105
           4          61        1002          78
           4          62          48          86
           4          63         -83          92
           4          64         -69         105
           4          65          -2          96
           4          66           4          87
           4          67        1026          77
           4          68        1026          87
           4          69        1028          78
           4          70          33          77
           4          71          57          84
           4          72          44          78
           4          73          -4         103
           4          74          42         102
           4          75        1472          96
           4          76         -64          77
           4          77          76          99
           4          78         740          87
           4          79         -81          99
           4          80         -61          84
           4          81          50          88
           4          82          28         105
           4          83         -59          77
           4          84        1485          81
           4          85          16         105
           4          86         -22          79
           4          87          61         105
           4          88          72          96
           4          89        1441         104
           4          90         -80          80
           4          91          65          82
           4          92          66         105
           4          93         999         105
           4          94          58          96
           4          95          71          82
           4          96        1031          76
           4          97          55          89
           4          98          18          91
           4          99          51          86
           4         100          31          99
           5           1          29          81
           5           2         -18         105
           5           3          63          86
           5           4          56          82
           5           5         -34         105
           5           6        1236         105
           5           7         106          79
           5           8          62          79
           5           9          44          85
           5          10          67         105
           5          11        1217         103
           5          12          16          77
           5          13           2         105
           5          14         -24          95
           5          15          74         101
           5          16          63          81
           5          17          89          99
           5          18          93          93
           5          19         741          79
           5          20          69          87
           5          21          92          91
           5          22         823          80
           5          23        1277         105
           5          24           6          77
           5          25          70         105
           5          26          39          90
           5          27         735          94
           5          28          72          87
           5          29          77          93
           5          30          63          91
           5          31          44          78
           5          32          26          79
           5          33          34          88
           5          34          88         105
           5          35           5          87
           5          36          29          99
           5          37           6         105
           5          38          14          87
           5          39          40          76
           5          40           5          77
           5          41          88         105
           5          42          39          87
           5          43          46          80
           5          44          37          84
           5          45          39          83
           5          46          31         105
           5          47          41          90
           5          48          30         105
           5          49          33          84
           5          50          77          85
           5          51        1238          90
           5          52          11          93
           5          53         104          87
           5          54          56          90
           5          55          36         105
           5          56          33          91
           5          57         716          98
           5          58          56         103
           5          59          70          77
           5          60         118         105
           5          61          21          84
           5          62          26         104
           5          63         802          88
           5          64         105         105
           5          65           7          82
           5          66          35         105
           5          67          48          81
           5          68          36         105
           5          69          30         105
           5          70        1240          94
           5          71          77          76
           5          72          78          97
           5          73           4          93
           5          74          56          90
           5          75         156          97
           5          76         103          80
           5          77          62         105
           5          78          60          76
           5          79          84          99
           5          80         798          82
           5          81          38          78
           5          82          27          84
           5          83         135          85
           5          84         122         105
           5          85          20          86
           5          86          -9          75
           5          87          68          84
           5          88          66         105
           5          89          87          81
           5          90          87          83
           5          91          44          90
           5          92          90          77
           5          93           8          98
           5          94        1310          83
           5          95        1299         105
           5          96        1299          87
           5          97        1280          86
           5          98         -15          78
           5          99          69          81
           5         100          37          78
           6           1        1533          98
           6           2         -86          86
           6           3          56          87
           6           4          77          85
           6           5          -3          94
           6           6           4          80
           6           7          84          77
           6           8          31          93
           6           9          34          79
           6          10          75          84
           6          11         -18          98
           6          12          14          89
           6          13         -60          95
           6          14         -70          77
           6          15          39          78
           6          16          18          87
           6          17          43          82
           6          18         991          90
           6          19          73         105
           6          20          75          96
           6          21         992          80
           6          22          92         101
           6          23        1288         105
           6          24        1276          90
           6          25          95         105
           6          26          59          85
           6          27           9          84
           6          28           3         105
           6          29          42         103
           6          30          26          79
           6          31          23          99
           6          32          26          89
           6          33          33          84
           6          34         740          84
           6          35        -103          94
           6          36         -86         105
           6          37         -71          94
